FK_COLLECTION_ID,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,END_CAPTURE_DATE,LATITUDE,LONGITUDE,MESH_SIZE,MESH_SIZE_COMMENT,IS_MISSING_PAIRED_DATA_EXISTS,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_IN_DATASHEET,IS_PRESENT_BUT_NOT_IN_DS,VIAL_BARCODE,CONTAINER_ARRAY_TYPE_ID,DNA_TRAY_WORKBENCH_ID,DNA_TRAY_CODE,DNA_TRAY_WELL_POS,DNA_TRAY_WELL_CODE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,AGENCY,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT
52496,59,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,C2,11,0000022114,W,2,I,,,,,,0,
52496,60,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,D2,12,0000022114,W,2,I,,,,,,0,
52496,61,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,E2,13,0000022114,W,2,I,,,,,,0,
52496,62,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,F2,14,0000022114,W,2,I,,,,,,0,
52496,63,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,G2,15,0000022114,W,2,I,,,,,,0,
52496,64,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,H2,16,0000022114,W,2,I,,,,,,0,
52496,65,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,A3,17,0000022114,W,2,I,,,,,,0,
52496,66,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,B3,18,0000022114,W,2,I,,,,,,0,
52496,67,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,C3,19,0000022114,W,2,I,,,,,,0,
52496,68,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,D3,20,0000022114,W,2,I,,,,,,0,
52496,69,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,E3,21,0000022114,W,2,I,,,,,,0,
52496,70,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,F3,22,0000022114,W,2,I,,,,,,0,
52496,71,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,G3,23,0000022114,W,2,I,,,,,,0,
52496,72,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,H3,24,0000022114,W,2,I,,,,,,0,
52496,73,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,A4,25,0000022114,W,2,I,,,,,,0,
52496,74,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,B4,26,0000022114,W,2,I,,,,,,0,
52496,75,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,C4,27,0000022114,W,2,I,,,,,,0,
52496,76,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,D4,28,0000022114,W,2,I,,,,,,0,
52496,77,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,E4,29,0000022114,W,2,I,,,,,,0,
52496,78,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,F4,30,0000022114,W,2,I,,,,,,0,
52496,79,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,G4,31,0000022114,W,2,I,,,,,,0,
52496,80,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,H4,32,0000022114,W,2,I,,,,,,0,
52496,81,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,A5,33,0000022114,W,2,I,,,,,,0,
52496,82,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,B5,34,0000022114,W,2,I,,,,,,0,
52496,83,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,C5,35,0000022114,W,2,I,,,,,,0,
52496,84,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,D5,36,0000022114,W,2,I,,,,,,0,
52496,85,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,E5,37,0000022114,W,2,I,,,,,,0,
52496,86,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,F5,38,0000022114,W,2,I,,,,,,0,
52496,87,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,G5,39,0000022114,W,2,I,,,,,,0,
52496,88,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,H5,40,0000022114,W,2,I,,,,,,0,
52496,89,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,A6,41,0000022114,W,2,I,,,,,,0,
52496,90,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,B6,42,0000022114,W,2,I,,,,,,0,
52496,91,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,C6,43,0000022114,W,2,I,,,,,,0,
52496,92,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,D6,44,0000022114,W,2,I,,,,,,0,
52496,93,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,E6,45,0000022114,W,2,I,,,,,,0,
52496,94,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,F6,46,0000022114,W,2,I,,,,,,0,
52496,95,Axillary Process,,,,0,0,,,,,,,,2,2,1400002560,G6,47,0000022114,W,2,I,,,,,,0,
