silly_source,silly,fish_id,dwp_barcode,dwp_well,tissue_type,sample_date,sex,otolith_mark_present
PSTOCK16_2836,PSTOCK16,2836,0000014537,10,Heart-bulbus arteriosus,2016-08-22,Female,NO
PSTOCK16_2958,PSTOCK16,2958,0000014683,36,Heart-bulbus arteriosus,2016-08-26,Female,NO
PSTOCK16_8064,PSTOCK16,8064,0000014532,24,Heart-bulbus arteriosus,2016-08-21,Male,NO
