dna_plate_id,dna_plate_well,silly,fish_id,tissue_type,sex,origin,date,comment,silly_source,sample,dwp_barcode,dwp_well,length_mm_meh,otolith_mark_present,otolith_mark_id,hatchery,intertidal
63215,F5,PSTOCK16,1948,Heart-bulbus arteriosus,male,hatchery,2016-09-04T00:00:00Z,NA,PSTOCK16_1948,0000015786_4,0000015786,4,416,YES,AFK14B,AFK,Intertidal
63215,G5,PSTOCK16,1997,Heart-bulbus arteriosus,female,hatchery,2016-09-04T00:00:00Z,NA,PSTOCK16_1997,0000015785_5,0000015785,5,440,YES,AFK14B,AFK,Intertidal
63215,H5,PSTOCK16,2018,Heart-bulbus arteriosus,female,natural,2016-09-04T00:00:00Z,NA,PSTOCK16_2018,0000015785_26,0000015785,26,436,NO,NA,NA,Intertidal
63215,A6,PSTOCK16,2441,Heart-bulbus arteriosus,male,natural,2016-08-29T00:00:00Z,NA,PSTOCK16_2441,0000014587_47,0000014587,47,478,NO,NA,NA,Intertidal
63215,B6,PSTOCK16,2452,Heart-bulbus arteriosus,female,hatchery,2016-08-29T00:00:00Z,NA,PSTOCK16_2452,0000014588_10,0000014588,10,438,YES,AFK14B,AFK,Intertidal
63215,C6,PSTOCK16,2560,Heart-bulbus arteriosus,male,hatchery,2016-08-23T00:00:00Z,NA,PSTOCK16_2560,0000014557_22,0000014557,22,424,YES,AFK14B,AFK,Intertidal
63215,D6,PSTOCK16,2588,Heart-bulbus arteriosus,male,natural,2016-08-29T00:00:00Z,NA,PSTOCK16_2588,0000014580_2,0000014580,2,476,NO,NA,NA,Intertidal
63215,G6,PSTOCK16,2764,Heart-bulbus arteriosus,female,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_2764,0000014538_34,0000014538,34,418,NO,NA,NA,Intertidal
63215,H6,PSTOCK16,2788,Heart-bulbus arteriosus,female,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_2788,0000014536_10,0000014536,10,440,NO,NA,NA,Intertidal
63215,A7,PSTOCK16,2813,Heart-bulbus arteriosus,male,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_2813,0000014536_35,0000014536,35,467,NO,NA,NA,Intertidal
63215,C7,PSTOCK16,2836,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_2836,0000014537_10,0000014537,10,417,NO,NA,NA,Intertidal
63215,C8,PSTOCK16,2958,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_2958,0000014683_36,0000014683,36,397,NO,NA,NA,Intertidal
63215,B7,PSTOCK16,2968,Heart-bulbus arteriosus,male,natural,2016-08-26T00:00:00Z,NA,PSTOCK16_2968,0000014683_46,0000014683,46,436,NO,NA,NA,Intertidal
63215,D7,PSTOCK16,3121,Heart-bulbus arteriosus,male,natural,2016-08-17T00:00:00Z,NA,PSTOCK16_3121,0000014496_7,0000014496,7,428,NO,NA,NA,Upstream
63215,E7,PSTOCK16,3211,Heart-bulbus arteriosus,male,hatchery,2016-08-17T00:00:00Z,NA,PSTOCK16_3211,0000014494_35,0000014494,35,457,YES,WNH14PINKB,WNH,Intertidal
63215,F7,PSTOCK16,3219,Heart-bulbus arteriosus,female,natural,2016-08-17T00:00:00Z,NA,PSTOCK16_3219,0000014494_43,0000014494,43,NA,NO,NA,NA,Intertidal
63215,G7,PSTOCK16,3330,Heart-bulbus arteriosus,male,hatchery,2016-09-10T00:00:00Z,NA,PSTOCK16_3330,0000015873_10,0000015873,10,461,YES,AFK14B,AFK,Intertidal
63215,H7,PSTOCK16,3400,Heart-bulbus arteriosus,male,hatchery,2016-09-10T00:00:00Z,NA,PSTOCK16_3400,0000015872_32,0000015872,32,460,YES,AFK14B,AFK,Intertidal
63215,A8,PSTOCK16,3438,Heart-bulbus arteriosus,female,natural,2016-08-19T00:00:00Z,NA,PSTOCK16_3438,0000014513_22,0000014513,22,416,NO,NA,NA,Upstream
63215,B8,PSTOCK16,3482,Heart-bulbus arteriosus,male,natural,2016-08-19T00:00:00Z,NA,PSTOCK16_3482,0000014512_18,0000014512,18,486,NO,NA,NA,Intertidal
63215,E8,PSTOCK16,4077,Heart-bulbus arteriosus,male,hatchery,2016-08-27T00:00:00Z,NA,PSTOCK16_4077,0000014564_5,0000014564,5,401,YES,AFK14B,AFK,Upstream
63215,F8,PSTOCK16,4138,Heart-bulbus arteriosus,female,hatchery,2016-08-31T00:00:00Z,NA,PSTOCK16_4138,0000014618_18,0000014618,18,495,YES,AFK14B,AFK,Intertidal
63215,G8,PSTOCK16,4319,Heart-bulbus arteriosus,male,hatchery,2016-09-02T00:00:00Z,NA,PSTOCK16_4319,0000014647_27,0000014647,27,446,YES,AFK14B,AFK,Intertidal
63215,H8,PSTOCK16,4543,Heart-bulbus arteriosus,female,hatchery,2016-08-29T00:00:00Z,NA,PSTOCK16_4543,0000014593_4,0000014593,4,407,YES,AFK14B,AFK,Upstream
63215,D8,PSTOCK16,4587,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_4587,0000014593_48,0000014593,48,453,YES,AFK14B,AFK,Upstream
63215,A9,PSTOCK16,4620,Heart-bulbus arteriosus,male,hatchery,2016-08-29T00:00:00Z,NA,PSTOCK16_4620,0000014592_33,0000014592,33,448,YES,AFK14B,AFK,Upstream
63215,B9,PSTOCK16,4748,Heart-bulbus arteriosus,female,natural,2016-08-29T00:00:00Z,NA,PSTOCK16_4748,0000014584_13,0000014584,13,455,NO,NA,NA,Intertidal
63215,C9,PSTOCK16,5126,Heart-bulbus arteriosus,male,natural,2016-09-11T00:00:00Z,NA,PSTOCK16_5126,0000015888_32,0000015888,32,NA,NO,NA,NA,Upstream
63215,E9,PSTOCK16,5244,Heart-bulbus arteriosus,female,hatchery,2016-08-27T00:00:00Z,NA,PSTOCK16_5244,0000014560_6,0000014560,6,445,YES,WNH14PINKB,WNH,Intertidal
63215,F9,PSTOCK16,5363,Heart-bulbus arteriosus,female,hatchery,2016-09-07T00:00:00Z,NA,PSTOCK16_5363,0000015824_29,0000015824,29,412,YES,AFK14B,AFK,Intertidal
63215,G9,PSTOCK16,5418,Heart-bulbus arteriosus,female,natural,2016-09-02T00:00:00Z,NA,PSTOCK16_5418,0000014650_36,0000014650,36,428,NO,NA,NA,Intertidal
63215,H9,PSTOCK16,5540,Heart-bulbus arteriosus,female,hatchery,2016-08-27T00:00:00Z,NA,PSTOCK16_5540,0000014563_14,0000014563,14,427,YES,AFK14B,AFK,Intertidal
63215,A10,PSTOCK16,5582,Heart-bulbus arteriosus,male,hatchery,2016-09-08T00:00:00Z,NA,PSTOCK16_5582,0000015857_8,0000015857,8,445,YES,AFK14B,AFK,Intertidal
63215,B10,PSTOCK16,5620,Heart-bulbus arteriosus,female,hatchery,2016-09-08T00:00:00Z,NA,PSTOCK16_5620,0000015857_46,0000015857,46,435,YES,AFK14B,AFK,Intertidal
63215,C10,PSTOCK16,5657,Heart-bulbus arteriosus,male,hatchery,2016-08-31T00:00:00Z,NA,PSTOCK16_5657,0000014622_35,0000014622,35,386,YES,AFK14B,AFK,Intertidal
63215,D10,PSTOCK16,5767,Heart-bulbus arteriosus,male,hatchery,2016-09-02T00:00:00Z,NA,PSTOCK16_5767,0000014635_1,0000014635,1,NA,YES,AFK14B,AFK,Intertidal
63215,E10,PSTOCK16,5781,Heart-bulbus arteriosus,female,hatchery,2016-09-02T00:00:00Z,NA,PSTOCK16_5781,0000014635_15,0000014635,15,NA,YES,AFK14B,AFK,Intertidal
63215,F10,PSTOCK16,6466,Heart-bulbus arteriosus,female,natural,2016-08-27T00:00:00Z,NA,PSTOCK16_6466,0000014558_2,0000014558,2,461,NO,NA,NA,Intertidal
63215,G10,PSTOCK16,6480,Heart-bulbus arteriosus,male,natural,2016-08-27T00:00:00Z,NA,PSTOCK16_6480,0000014558_16,0000014558,16,408,NO,NA,NA,Intertidal
63215,H10,PSTOCK16,6507,Heart-bulbus arteriosus,female,natural,2016-08-27T00:00:00Z,NA,PSTOCK16_6507,0000014558_43,0000014558,43,450,NO,NA,NA,Intertidal
63215,B11,PSTOCK16,6920,Heart-bulbus arteriosus,female,natural,2016-09-02T00:00:00Z,NA,PSTOCK16_6920,0000014654_24,0000014654,24,438,NO,NA,NA,Upstream
63215,C11,PSTOCK16,6967,Heart-bulbus arteriosus,male,natural,2016-09-02T00:00:00Z,NA,PSTOCK16_6967,0000014653_23,0000014653,23,461,NO,NA,NA,Upstream
63215,D9,PSTOCK16,7001,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_7001,0000015791_9,0000015791,9,477,YES,AFK14B,AFK,Upstream
63215,D11,PSTOCK16,7508,Heart-bulbus arteriosus,female,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_7508,0000014544_1,0000014544,1,432,NO,NA,NA,Intertidal
63215,E11,PSTOCK16,7546,Heart-bulbus arteriosus,female,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_7546,0000014544_39,0000014544,39,452,NO,NA,NA,Intertidal
63215,F11,PSTOCK16,7558,Heart-bulbus arteriosus,female,natural,2016-08-22T00:00:00Z,NA,PSTOCK16_7558,0000014540_3,0000014540,3,449,NO,NA,NA,Intertidal
63215,G11,PSTOCK16,7645,Heart-bulbus arteriosus,male,hatchery,2016-09-10T00:00:00Z,NA,PSTOCK16_7645,0000015877_37,0000015877,37,412,YES,AFK14B,AFK,Upstream
63215,A11,PSTOCK16,7657,Heart-bulbus arteriosus,NA,NA,NA,NA,PSTOCK16_7657,0000015876_1,0000015876,1,NA,YES,AFK14B,AFK,Intertidal
63215,H11,PSTOCK16,7691,Heart-bulbus arteriosus,male,hatchery,2016-09-10T00:00:00Z,NA,PSTOCK16_7691,0000015876_35,0000015876,35,406,YES,AFK14B,AFK,Upstream
63215,A12,PSTOCK16,7945,Heart-bulbus arteriosus,male,natural,2016-09-02T00:00:00Z,NA,PSTOCK16_7945,0000014648_1,0000014648,1,422,NO,NA,NA,Intertidal
63215,B12,PSTOCK16,8040,Heart-bulbus arteriosus,female,hatchery,2016-09-06T00:00:00Z,NA,PSTOCK16_8040,0000015807_48,0000015807,48,398,YES,AFK14B,AFK,Upstream
63215,C12,PSTOCK16,8049,Heart-bulbus arteriosus,female,hatchery,2016-08-21T00:00:00Z,NA,PSTOCK16_8049,0000014532_9,0000014532,9,443,YES,WNH14PINKB,WNH,Intertidal
63215,D12,PSTOCK16,8050,Heart-bulbus arteriosus,male,natural,2016-08-21T00:00:00Z,NA,PSTOCK16_8050,0000014532_10,0000014532,10,448,NO,NA,NA,Intertidal
63215,E12,PSTOCK16,8103,Heart-bulbus arteriosus,male,natural,2016-08-23T00:00:00Z,NA,PSTOCK16_8103,0000014548_15,0000014548,15,415,NO,NA,NA,Intertidal
63215,F12,PSTOCK16,8173,Heart-bulbus arteriosus,female,natural,2016-09-10T00:00:00Z,NA,PSTOCK16_8173,0000015871_37,0000015871,37,459,NO,NA,NA,Intertidal
63215,G12,PSTOCK16,8407,Heart-bulbus arteriosus,female,hatchery,2016-09-08T00:00:00Z,NA,PSTOCK16_8407,0000015841_31,0000015841,31,440,YES,AFK14B,AFK,Intertidal
63216,D10,PHOGAN16,88,Heart-bulbus arteriosus,male,natural,2016-09-06T00:00:00Z,NA,PHOGAN16_88,0000016024_40,0000016024,40,439,NO,NA,NA,Upstream
63216,E10,PHOGAN16,379,Heart-bulbus arteriosus,female,hatchery,2016-09-06T00:00:00Z,NA,PHOGAN16_379,0000016017_43,0000016017,43,458,YES,AFK14B,AFK,Intertidal
63216,F10,PHOGAN16,710,Heart-bulbus arteriosus,male,natural,2016-08-18T00:00:00Z,NA,PHOGAN16_710,0000014501_38,0000014501,38,455,NO,NA,NA,Intertidal
63216,A11,PHOGAN16,805,Heart-bulbus arteriosus,female,natural,2016-08-20T00:00:00Z,NA,PHOGAN16_805,0000014519_37,0000014519,37,436,NO,NA,NA,Intertidal
63216,B11,PHOGAN16,958,Heart-bulbus arteriosus,female,hatchery,2016-09-12T00:00:00Z,NA,PHOGAN16_958,0000015940_46,0000015940,46,434,YES,WNH14PINKB,WNH,Intertidal
63216,C11,PHOGAN16,984,Heart-bulbus arteriosus,male,natural,2016-09-12T00:00:00Z,NA,PHOGAN16_984,0000015937_24,0000015937,24,463,NO,NA,NA,Intertidal
63216,D11,PHOGAN16,1116,Heart-bulbus arteriosus,female,hatchery,2016-08-30T00:00:00Z,NA,PHOGAN16_1116,0000014717_12,0000014717,12,437,YES,AFK14B,AFK,Intertidal
63216,E11,PHOGAN16,1147,Heart-bulbus arteriosus,female,natural,2016-08-30T00:00:00Z,NA,PHOGAN16_1147,0000014717_43,0000014717,43,395,NO,NA,NA,Intertidal
63216,F11,PHOGAN16,2248,Heart-bulbus arteriosus,female,hatchery,2016-09-02T00:00:00Z,NA,PHOGAN16_2248,0000015980_40,0000015980,40,451,YES,WNH14PINKB,WNH,Upstream
63216,G11,PHOGAN16,2413,Heart-bulbus arteriosus,male,natural,2016-09-08T00:00:00Z,NA,PHOGAN16_2413,0000016049_13,0000016049,13,438,NO,NA,NA,Intertidal
63216,H11,PHOGAN16,2676,Heart-bulbus arteriosus,male,hatchery,2016-09-05T00:00:00Z,NA,PHOGAN16_2676,0000016013_36,0000016013,36,444,YES,AFK14B,AFK,Intertidal
63216,A12,PHOGAN16,2808,Heart-bulbus arteriosus,female,hatchery,2016-08-31T00:00:00Z,NA,PHOGAN16_2808,0000014730_24,0000014730,24,447,YES,AFK14B,AFK,Upstream
63216,B12,PHOGAN16,3011,Heart-bulbus arteriosus,male,hatchery,2016-09-05T00:00:00Z,NA,PHOGAN16_3011,0000016007_35,0000016007,35,455,YES,WNH14PINKB,WNH,Upstream
63216,C12,PHOGAN16,3038,Heart-bulbus arteriosus,female,hatchery,2016-09-04T00:00:00Z,NA,PHOGAN16_3038,0000016004_14,0000016004,14,429,YES,WNH14PINKB,WNH,Upstream
63216,D12,PHOGAN16,3042,Heart-bulbus arteriosus,male,natural,2016-09-04T00:00:00Z,NA,PHOGAN16_3042,0000016004_18,0000016004,18,449,NO,NA,NA,Upstream
63216,E12,PHOGAN16,3233,Heart-bulbus arteriosus,female,natural,2016-08-31T00:00:00Z,NA,PHOGAN16_3233,0000014735_17,0000014735,17,409,NO,NA,NA,Upstream
63216,F12,PHOGAN16,3348,Heart-bulbus arteriosus,female,natural,2016-08-30T00:00:00Z,NA,PHOGAN16_3348,0000014719_36,0000014719,36,427,NO,NA,NA,Intertidal
63216,G12,PHOGAN16,4008,Heart-bulbus arteriosus,male,natural,2016-09-16T00:00:00Z,NA,PHOGAN16_4008,0000015927_45,0000015927,45,NA,NO,NA,NA,Intertidal
63216,D1,PSTOCK15,271,Heart-bulbus arteriosus,male,hatchery,2015-08-15T00:00:00Z,NA,PSTOCK15_271,0000002073_20,0000002073,20,421,YES,AFK13B,AFK,Upstream
63216,E1,PSTOCK15,367,Heart-bulbus arteriosus,male,natural,2015-08-19T00:00:00Z,NA,PSTOCK15_367,0000002088_23,0000002088,23,423,NO,NA,NA,Intertidal
63216,F1,PSTOCK15,427,Heart-bulbus arteriosus,male,natural,2015-08-19T00:00:00Z,NA,PSTOCK15_427,0000002089_35,0000002089,35,378,NO,NA,NA,Intertidal
63216,G1,PSTOCK15,502,Heart-bulbus arteriosus,male,natural,2015-08-19T00:00:00Z,NA,PSTOCK15_502,0000002091_14,0000002091,14,466,NO,NA,NA,Upstream
63216,H1,PSTOCK15,762,Heart-bulbus arteriosus,female,natural,2015-08-23T00:00:00Z,NA,PSTOCK15_762,0000002108_20,0000002108,20,397,NO,NA,NA,Intertidal
63216,A2,PSTOCK15,772,Heart-bulbus arteriosus,male,natural,2015-08-23T00:00:00Z,NA,PSTOCK15_772,0000002108_30,0000002108,30,393,NO,NA,NA,Intertidal
63216,B2,PSTOCK15,808,Heart-bulbus arteriosus,male,natural,2015-08-23T00:00:00Z,NA,PSTOCK15_808,0000002109_18,0000002109,18,410,NO,NA,NA,Intertidal
63216,C2,PSTOCK15,1019,Heart-bulbus arteriosus,male,natural,2015-08-23T00:00:00Z,NA,PSTOCK15_1019,0000002113_37,0000002113,37,397,NO,NA,NA,Intertidal
63216,D2,PSTOCK15,1355,Heart-bulbus arteriosus,female,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1355,0000002135_7,0000002135,7,387,NO,NA,NA,Intertidal
63216,E2,PSTOCK15,1376,Heart-bulbus arteriosus,male,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1376,0000002135_28,0000002135,28,324,NO,NA,NA,Intertidal
63216,F2,PSTOCK15,1527,Heart-bulbus arteriosus,female,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1527,0000002138_35,0000002138,35,408,NO,NA,NA,Intertidal
63216,G2,PSTOCK15,1530,Heart-bulbus arteriosus,male,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1530,0000002138_38,0000002138,38,403,NO,NA,NA,Intertidal
63216,H2,PSTOCK15,1546,Heart-bulbus arteriosus,female,hatchery,2015-08-25T00:00:00Z,NA,PSTOCK15_1546,0000002139_6,0000002139,6,388,YES,WNH13PINKB,WNH,Intertidal
63216,A3,PSTOCK15,1553,Heart-bulbus arteriosus,female,hatchery,2015-08-25T00:00:00Z,NA,PSTOCK15_1553,0000002139_13,0000002139,13,418,YES,WNH13PINKB,WNH,Intertidal
63216,B3,PSTOCK15,1765,Heart-bulbus arteriosus,male,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1765,0000002143_33,0000002143,33,377,NO,NA,NA,Intertidal
63216,C3,PSTOCK15,1951,Heart-bulbus arteriosus,male,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_1951,0000002147_27,0000002147,27,443,NO,NA,NA,Upstream
63216,D3,PSTOCK15,2013,Heart-bulbus arteriosus,male,hatchery,2015-08-25T00:00:00Z,NA,PSTOCK15_2013,0000002148_41,0000002148,41,397,YES,AFK13B,AFK,Upstream
63216,E3,PSTOCK15,2152,Heart-bulbus arteriosus,female,natural,2015-08-25T00:00:00Z,NA,PSTOCK15_2152,0000002151_36,0000002151,36,356,NO,NA,NA,Upstream
63216,F3,PSTOCK15,2436,Heart-bulbus arteriosus,female,hatchery,2015-08-27T00:00:00Z,NA,PSTOCK15_2436,0000002175_15,0000002175,15,357,YES,AFK13B,AFK,Intertidal
63216,G3,PSTOCK15,2498,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2498,0000002176_29,0000002176,29,380,NO,NA,NA,Intertidal
63216,H3,PSTOCK15,2504,Heart-bulbus arteriosus,male,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2504,0000002176_35,0000002176,35,376,NO,NA,NA,Intertidal
63216,A4,PSTOCK15,2585,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2585,0000002178_20,0000002178,20,439,NO,NA,NA,Intertidal
63216,B4,PSTOCK15,2594,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2594,0000002178_29,0000002178,29,407,NO,NA,NA,Intertidal
63216,C4,PSTOCK15,2625,Heart-bulbus arteriosus,male,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2625,0000002179_12,0000002179,12,463,NO,NA,NA,Intertidal
63216,E4,PSTOCK15,2720,Heart-bulbus arteriosus,male,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2720,0000002181_11,0000002181,11,382,NO,NA,NA,Intertidal
63216,F4,PSTOCK15,2905,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2905,0000002485_4,0000002485,4,384,NO,NA,NA,Intertidal
63216,G4,PSTOCK15,2908,Heart-bulbus arteriosus,male,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_2908,0000002485_7,0000002485,7,385,NO,NA,NA,Intertidal
63216,H4,PSTOCK15,3011,Heart-bulbus arteriosus,male,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_3011,0000002487_14,0000002487,14,393,NO,NA,NA,Upstream
63216,A5,PSTOCK15,3014,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_3014,0000002487_17,0000002487,17,406,NO,NA,NA,Upstream
63216,B5,PSTOCK15,3028,Heart-bulbus arteriosus,female,natural,2015-08-27T00:00:00Z,NA,PSTOCK15_3028,0000002487_31,0000002487,31,357,NO,NA,NA,Upstream
63216,C5,PSTOCK15,3607,Heart-bulbus arteriosus,female,natural,2015-08-30T00:00:00Z,NA,PSTOCK15_3607,0000002211_34,0000002211,34,374,NO,NA,NA,Intertidal
63216,D5,PSTOCK15,3764,Heart-bulbus arteriosus,female,hatchery,2015-08-30T00:00:00Z,NA,PSTOCK15_3764,0000002214_47,0000002214,47,405,YES,AFK13B,AFK,Upstream
63216,E5,PSTOCK15,3895,Heart-bulbus arteriosus,female,hatchery,2015-08-30T00:00:00Z,NA,PSTOCK15_3895,0000002217_34,0000002217,34,410,YES,AFK13B,AFK,Upstream
63216,F5,PSTOCK15,3928,Heart-bulbus arteriosus,female,hatchery,2015-08-30T00:00:00Z,NA,PSTOCK15_3928,0000002218_19,0000002218,19,371,YES,AFK13B,AFK,Upstream
63216,H5,PSTOCK15,4093,Heart-bulbus arteriosus,male,natural,2015-08-30T00:00:00Z,NA,PSTOCK15_4093,0000002221_40,0000002221,40,445,NO,NA,NA,Upstream
63216,A6,PSTOCK15,4193,Heart-bulbus arteriosus,female,hatchery,2015-08-30T00:00:00Z,NA,PSTOCK15_4193,0000002223_44,0000002223,44,412,YES,AFK13B,AFK,Upstream
63216,B6,PSTOCK15,4279,Heart-bulbus arteriosus,female,natural,2015-08-30T00:00:00Z,NA,PSTOCK15_4279,0000002225_34,0000002225,34,398,NO,NA,NA,Upstream
63216,C6,PSTOCK15,4653,Heart-bulbus arteriosus,female,hatchery,2015-09-03T00:00:00Z,NA,PSTOCK15_4653,0000002275_32,0000002275,32,413,YES,WNH13PINKB,WNH,Upstream
63216,D6,PSTOCK15,4678,Heart-bulbus arteriosus,male,hatchery,2015-09-03T00:00:00Z,NA,PSTOCK15_4678,0000002276_9,0000002276,9,382,YES,AFK13B,AFK,Upstream
63216,E6,PSTOCK15,5108,Heart-bulbus arteriosus,male,hatchery,2015-09-03T00:00:00Z,NA,PSTOCK15_5108,0000002494_7,0000002494,7,376,YES,AFK13B,AFK,Upstream
63216,F6,PSTOCK15,5154,Heart-bulbus arteriosus,male,hatchery,2015-09-03T00:00:00Z,NA,PSTOCK15_5154,0000002495_5,0000002495,5,370,YES,AFK13B,AFK,Upstream
63216,G6,PSTOCK15,5175,Heart-bulbus arteriosus,female,hatchery,2015-09-03T00:00:00Z,NA,PSTOCK15_5175,0000002495_26,0000002495,26,352,YES,AFK13B,AFK,Upstream
63216,H6,PSTOCK15,5438,Heart-bulbus arteriosus,female,natural,2015-09-06T00:00:00Z,NA,PSTOCK15_5438,0000002529_1,0000002529,1,377,NO,NA,NA,Intertidal
63216,A7,PSTOCK15,5472,Heart-bulbus arteriosus,female,natural,2015-09-06T00:00:00Z,NA,PSTOCK15_5472,0000002529_35,0000002529,35,375,NO,NA,NA,Intertidal
63216,B7,PSTOCK15,5635,Heart-bulbus arteriosus,female,natural,2015-09-06T00:00:00Z,NA,PSTOCK15_5635,0000002533_6,0000002533,6,395,NO,NA,NA,Upstream
63216,C7,PSTOCK15,5645,Heart-bulbus arteriosus,female,natural,2015-09-06T00:00:00Z,NA,PSTOCK15_5645,0000002533_16,0000002533,16,381,NO,NA,NA,Upstream
63216,D7,PSTOCK15,5675,Heart-bulbus arteriosus,male,hatchery,2015-09-06T00:00:00Z,NA,PSTOCK15_5675,0000002533_46,0000002533,46,376,YES,AFK13B,AFK,Upstream
63216,E7,PSTOCK15,6222,Heart-bulbus arteriosus,male,natural,2015-09-09T00:00:00Z,NA,PSTOCK15_6222,0000002814_17,0000002814,17,420,NO,NA,NA,Intertidal
63216,F7,PSTOCK15,6481,Heart-bulbus arteriosus,female,hatchery,2015-09-09T00:00:00Z,NA,PSTOCK15_6481,0000002819_36,0000002819,36,389,YES,AFK13B,AFK,Upstream
63216,G7,PSTOCK15,6541,Heart-bulbus arteriosus,female,natural,2015-09-09T00:00:00Z,NA,PSTOCK15_6541,0000002820_48,0000002820,48,358,NO,NA,NA,Upstream
63216,H7,PSTOCK15,6547,Heart-bulbus arteriosus,male,hatchery,2015-09-09T00:00:00Z,NA,PSTOCK15_6547,0000002821_6,0000002821,6,377,YES,AFK13B,AFK,Upstream
63216,A8,PSTOCK15,6693,Heart-bulbus arteriosus,male,hatchery,2015-09-09T00:00:00Z,NA,PSTOCK15_6693,0000002824_8,0000002824,8,390,YES,WNH13PINKB,WNH,Upstream
63216,B8,PSTOCK15,6864,Heart-bulbus arteriosus,female,hatchery,2015-09-09T00:00:00Z,NA,PSTOCK15_6864,0000002827_35,0000002827,35,405,YES,WNH13PINKB,WNH,Upstream
63216,C8,PSTOCK15,6872,Heart-bulbus arteriosus,female,hatchery,2015-09-09T00:00:00Z,NA,PSTOCK15_6872,0000002827_43,0000002827,43,390,YES,WNH13PINKB,WNH,Upstream
63216,D8,PSTOCK15,7031,Heart-bulbus arteriosus,female,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7031,0000002865_26,0000002865,26,373,YES,WNH13PINKB,WNH,Intertidal
63216,E8,PSTOCK15,7197,Heart-bulbus arteriosus,male,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7197,0000002913_48,0000002913,48,382,YES,WNH13PINKB,WNH,Intertidal
63216,F8,PSTOCK15,7228,Heart-bulbus arteriosus,female,natural,2015-09-12T00:00:00Z,NA,PSTOCK15_7228,0000002914_31,0000002914,31,368,NO,NA,NA,Intertidal
63216,G8,PSTOCK15,7287,Heart-bulbus arteriosus,male,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7287,0000002915_42,0000002915,42,408,YES,WNH13PINKB,WNH,Upstream
63216,H8,PSTOCK15,7477,Heart-bulbus arteriosus,male,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7477,0000002919_40,0000002919,40,387,YES,WNH13PINKB,WNH,Upstream
63216,A9,PSTOCK15,7576,Heart-bulbus arteriosus,male,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7576,0000002921_43,0000002921,43,452,YES,WNH13PINKB,WNH,Upstream
63216,B9,PSTOCK15,7586,Heart-bulbus arteriosus,female,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7586,0000002922_5,0000002922,5,363,YES,AFK13B,AFK,Upstream
63216,C9,PSTOCK15,7644,Heart-bulbus arteriosus,male,hatchery,2015-09-12T00:00:00Z,NA,PSTOCK15_7644,0000002923_15,0000002923,15,360,YES,AFK13B,AFK,Upstream
63216,D9,PSTOCK15,7663,Heart-bulbus arteriosus,female,hatchery,2015-09-15T00:00:00Z,NA,PSTOCK15_7663,0000002956_1,0000002956,1,375,YES,WNH13PINKB,WNH,Intertidal
63216,E9,PSTOCK15,7702,Heart-bulbus arteriosus,male,hatchery,2015-09-15T00:00:00Z,NA,PSTOCK15_7702,0000002956_40,0000002956,40,395,YES,WNH13PINKB,WNH,Intertidal
63216,F9,PSTOCK15,7716,Heart-bulbus arteriosus,male,hatchery,2015-09-15T00:00:00Z,NA,PSTOCK15_7716,0000002957_6,0000002957,6,445,YES,WNH13PINKB,WNH,Intertidal
63216,G9,PSTOCK15,8028,Heart-bulbus arteriosus,male,hatchery,2015-09-15T00:00:00Z,NA,PSTOCK15_8028,0000002963_30,0000002963,30,366,YES,WNH13PINKB,WNH,Upstream
63216,H9,PSTOCK15,8269,Heart-bulbus arteriosus,female,hatchery,2015-09-18T00:00:00Z,NA,PSTOCK15_8269,0000003683_6,0000003683,6,376,YES,AFK13B,AFK,Intertidal
