dna_plate_id,dna_plate_well,silly_source,silly_indiv,fish_id_indiv,tissue_type,sex_indiv,origin_indiv,date,comment,sample,silly_paired,fish_id_paired,dwp_barcode,dwp_well,sample_date,sex_paired,length_mm_meh,origin_paired,otolith_mark_present,otolith_mark_id,hatchery,intertidal
63213,E2,PCANN15_56,PCANN15,56,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F2,PCANN15_57,PCANN15,57,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G2,PCANN15_58,PCANN15,58,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H2,PCANN15_59,PCANN15,59,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A3,PCANN15_60,PCANN15,60,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B3,PCANN15_61,PCANN15,61,Axillary Process,female,hatchery,2015-09-02,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C3,PCANN15_104,PCANN15,104,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D3,PCANN15_105,PCANN15,105,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E3,PCANN15_106,PCANN15,106,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F3,PCANN15_107,PCANN15,107,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G3,PCANN15_108,PCANN15,108,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H3,PCANN15_109,PCANN15,109,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,A4,PCANN15_110,PCANN15,110,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,B4,PCANN15_111,PCANN15,111,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,C4,PCANN15_112,PCANN15,112,Axillary Process,male,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,D4,PCANN15_154,PCANN15,154,Axillary Process,female,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,E4,PCANN15_155,PCANN15,155,Axillary Process,female,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,F4,PCANN15_156,PCANN15,156,Axillary Process,female,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,G4,PCANN15_157,PCANN15,157,Axillary Process,female,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63213,H4,PCANN15_158,PCANN15,158,Axillary Process,female,hatchery,2015-09-16,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
