Silly Code,FK_COLLECTION_ID,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,END_CAPTURE_DATE,LATITUDE,LONGITUDE,MESH_SIZE,MESH_SIZE_COMMENT,IS_MISSING_PAIRED_DATA_EXISTS,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_IN_DATASHEET,IS_PRESENT_BUT_NOT_IN_DS,VIAL_BARCODE,CONTAINER_ARRAY_TYPE_ID,DNA_TRAY_WORKBENCH_ID,DNA_TRAY_CODE,DNA_TRAY_WELL_POS,DNA_TRAY_WELL_CODE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,AGENCY,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT
PAFK14,52458,92,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,93,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,94,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,95,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,191,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,192,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,193,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,194,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,195,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,196,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,197,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,198,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,199,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFK14,52458,200,DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCANN14,52460,1,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,2,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,3,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,4,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,5,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,6,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,7,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,8,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,9,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,10,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,11,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,12,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,13,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,14,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,15,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,16,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,17,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,18,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,19,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,20,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,21,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,22,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,23,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,24,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,25,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,26,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,27,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,28,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,29,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,30,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,31,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,32,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,33,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,34,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,35,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,36,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,37,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,38,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,39,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,40,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,41,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,42,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,43,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,44,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,45,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,46,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,47,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,48,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,49,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,50,Axillary Process,,2014-08-26,2014-08-26,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,51,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,52,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,53,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,54,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,55,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,56,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,57,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,58,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,59,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,60,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,61,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,62,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,63,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,64,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,65,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,66,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,67,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,68,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,69,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,70,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,71,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,72,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,73,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,74,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,75,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,76,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,77,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,78,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,79,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,80,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,81,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,82,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,83,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,84,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,85,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,86,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,87,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,88,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,89,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,90,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,91,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,92,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,93,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,94,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,95,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,96,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,97,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,98,Axillary Process,,2014-08-27,2014-08-27,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,99,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,100,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024037,A,9,G,,,,,,,
PCANN14,52460,101,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,102,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,103,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,104,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,105,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,106,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,107,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,108,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,109,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,110,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,111,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,112,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,113,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,114,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,115,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,116,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,117,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,118,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,119,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,120,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,121,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,122,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,123,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,124,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,125,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,126,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,127,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,128,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,129,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,130,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,131,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,132,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,133,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,134,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,135,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,136,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,137,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,138,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,139,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,140,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,141,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,142,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,143,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,144,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,145,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,146,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,147,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,148,Axillary Process,,2014-08-30,2014-08-30,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,149,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,150,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,151,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,152,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,153,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,154,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,155,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,156,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,157,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,158,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,159,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,160,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,161,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,162,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,163,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,164,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,165,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,166,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,167,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,168,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,169,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,170,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,171,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,172,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,173,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,174,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,175,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,176,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,177,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,178,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,179,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,180,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,181,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,182,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,183,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,184,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,185,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,186,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,187,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,188,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,189,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
PCANN14,52460,190,Axillary Process,,2014-08-31,2014-08-31,0,0,,,,,,,,1,,,,,0000024038,A,9,G,,,,,,,
