FK_COLLECTION_ID,SILLY_CODE,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,VIAL_BARCODE,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,END_CAPTURE_DATE,MESH_SIZE,MESH_SIZE_COMMENT,LATITUDE,LONGITUDE,AGENCY,DNA_TRAY_CODE,DNA_TRAY_WELL_CODE,DNA_TRAY_WELL_POS,REGION_CODE,QUADRANT,LOCATION_CODE,LIFE_STAGE,IS_MISSING_PAIRED_DATA_EXISTS,DNA_TRAY_WORKBENCH_ID,COLLECTION_DATE,IS_PRESENT_IN_DATASHEET,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_BUT_NOT_IN_DS,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT,COLLECTION_TYPE,LOCATION_DESCRIPTOR,CONTAINER_ARRAY_TYPE,CONTAINER_ARRAY_TYPE_ID,IS_SAMPLE_ID_CONCATENATED,TARGET_DNA_TRAY_CODE,TARGET_DNA_TRAY_WELL_POS,TARGET_CONTAINER_ARRAY_TYPE_ID,TARGET_CONTAINER_ARRAY_TYPE,DETERMINATION_COLLECTION_ID,DETERMINATION_SILLY_CODE
51300,PDUCK13,7,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,7,G1,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,7,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,7,G1,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,8,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,8,H1,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,8,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,8,H1,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,9,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,9,A2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,9,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,9,A2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,10,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,10,B2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,10,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,10,B2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,11,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,11,C2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,11,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,11,C2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,12,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,12,D2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,12,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,12,D2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,13,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,13,E2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,13,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,13,E2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,14,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,14,F2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,14,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,14,F2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,15,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,15,G2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,15,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,15,G2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,16,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,16,H2,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,16,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,16,H2,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,17,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,17,A3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,17,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,17,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,17,A3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,18,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,18,B3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,18,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,18,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,18,B3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,19,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,19,C3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,19,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,19,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,19,C3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,20,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,20,D3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,20,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,20,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,20,D3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,21,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,21,E3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,21,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,21,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,21,E3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,22,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,22,F3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,22,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,22,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,22,F3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,23,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,23,G3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,23,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,23,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,23,G3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,24,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,24,H3,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,24,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,24,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,24,H3,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,25,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,25,A4,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,25,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,25,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,25,A4,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,26,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,26,B4,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,26,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,26,Otolith,Duck River,2013-08-18 00:00:00,NA,Exported,Wei Cheng,2013-11-08 00:00:00,NA,NA,NA,NA,2013-08-18 00:00:00,NA,NA,0,0,NA,1300001973,26,B4,Southcentral Alaska,PWS - East,Duck River,Adult,0,NA,2013-08-18 00:00:00,0,0,0,NA,0,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,27,Axillary Process,Duck River,2013-08-18 00:00:00,NA,NA,NA,NA,0000019216,V,2,K,2013-08-18 00:00:00,NA,NA,NA,NA,NA,1300001973,27,C4,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,PDUCK13,27,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Alaska,PWS - East,Duck River,Adult,NA,NA,2013-08-18 00:00:00,NA,NA,NA,NA,NA,NA,Baseline,PopStructure,NA,NA,NA,NA,NA,NA,NA,NA,NA
