FK_COLLECTION_ID,SILLY_CODE,FK_FISH_ID,PK_TISSUE_TYPE,CAPTURE_LOCATION,CAPTURE_DATE,VIAL_BARCODE,EXHAUSTED_HOW,EXHAUSTED_BY,EXHAUSTED_DATE,STORAGE_ID,UNIT,SHELF_RACK,SLOT,END_CAPTURE_DATE,MESH_SIZE,MESH_SIZE_COMMENT,LATITUDE,LONGITUDE,AGENCY,DNA_TRAY_CODE,DNA_TRAY_WELL_CODE,DNA_TRAY_WELL_POS,REGION_CODE,QUADRANT,LOCATION_CODE,LIFE_STAGE,IS_MISSING_PAIRED_DATA_EXISTS,DNA_TRAY_WORKBENCH_ID,COLLECTION_DATE,IS_PRESENT_IN_DATASHEET,WELL_HAS_MORE_THAN_ONE_SAMPLE,IS_PRESENT_BUT_NOT_IN_DS,OTHER_AGENCY_KEY,NUM_OTOLITHS_MISSING,OTO_INVENTORY_COMMENT,COLLECTION_TYPE,LOCATION_DESCRIPTOR,CONTAINER_ARRAY_TYPE,CONTAINER_ARRAY_TYPE_ID,IS_SAMPLE_ID_CONCATENATED,TARGET_DNA_TRAY_CODE,TARGET_DNA_TRAY_WELL_POS,TARGET_CONTAINER_ARRAY_TYPE_ID,TARGET_CONTAINER_ARRAY_TYPE,DETERMINATION_COLLECTION_ID,DETERMINATION_SILLY_CODE
53933,PERB17,7,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,7,G1,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,8,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,8,H1,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,8,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,8,H1,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,9,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,9,A2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,9,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,9,A2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,10,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,10,B2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,10,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,10,B2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,11,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,11,C2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,11,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,11,C2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,12,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,12,D2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,12,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,12,D2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,13,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,13,E2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,13,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,13,E2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,14,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,14,F2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,14,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,14,F2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,15,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,15,G2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,15,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,15,G2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,16,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,16,H2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,16,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,16,H2,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,17,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,17,A3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,17,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,17,A3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,18,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,18,B3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,18,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,18,B3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,19,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,19,C3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,19,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,19,C3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,20,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,20,D3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,20,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,20,D3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,21,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,21,E3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,21,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,21,E3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,22,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,22,F3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,22,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,22,F3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,23,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,23,G3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,23,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,23,G3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,24,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,24,H3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,24,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,24,H3,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,25,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,25,A4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,25,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,25,A4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,26,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,26,B4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,26,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,26,B4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,27,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,27,C4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,27,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,27,C4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,28,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,28,D4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,28,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,28,D4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,29,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,29,E4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,29,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,29,E4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,30,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,30,F4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,30,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,30,F4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,31,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,31,G4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,31,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,31,G4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,32,Heart-bulbus arteriosus,Erb C,2017-08-08 00:00:00,NA,NA,NA,NA,NA,WJ,20,7,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,32,H4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
53933,PERB17,32,Otolith,Erb C,2017-08-08 00:00:00,NA,Exported,Zachary Pechacek,2017-11-08 00:00:00,NA,NA,NA,NA,2017-08-08 00:00:00,NA,NA,0,0,NA,0000021870,32,H4,Southcentral Alaska,PWS - West,Erb Creek,Adult,0,1,NA,0,0,0,NA,0,NA,Baseline,Pedigree Study,DWP48,2,NA,NA,NA,NA,NA,NA,NA
